NomeCliente;EnderecoCompleto;ValorFatura;NumeroPaginas
Cliente Ficticio 1168;AV MAJ JOAO SCHELL,  1067 - ANNES - PASSO FUNDO - RS ;27834;4;
Cliente Ficticio 1169;AV IPIRANGA,  8435 - PARTENON - PORTO ALEGRE - RS ;27734;4;
Cliente Ficticio 1170;R TUSNELDA BACHMANN,   265, CASA FUNDOS - VELHA CENTRAL - BLUMENAU - SC ;71293;4;
Cliente Ficticio 1171;CSC, QD 05, LT 03/04, LJ 04 - TAGUATINGA - BRASILIA - DF ;10920;4;
Cliente Ficticio 1172;AV NOVA INDEPENDENCIA,   126 - BROOKLIN PAULISTA - SAO PAULO - SP ;21213;4;
Cliente Ficticio 1173;R ALFREDO BASTOS,    91, CASA C - REALENGO - RIO DE JANEIRO - RJ ;20670;4;
Cliente Ficticio 1174;AV PRF MILTON LAGE,    70 - NOVA ESPERANCA - BELO HORIZONTE - MG ;29423;4;
Cliente Ficticio 1175;TV WE-36 (CJ CIDADE NOVA V),   312 - CIDADE NOVA - ANANINDEUA - PA ;22989;4;
Cliente Ficticio 1178;R CERES,145,CS 4 - VILA SAO RAFAEL - GUARULHOS - SP ;5289;4;
Cliente Ficticio 1179;R IRMAOS GONDULPHO,    11 - ESTUARIO - SANTOS - SP ;16984;4;
Cliente Ficticio 1180;R BRG GAVIAO PEIXOTO,  1409, APT 4 - LAPA - SAO PAULO - SP ;21471;4;
Cliente Ficticio 1181;R ORIGENES LESSA,    48, CASA 1 - SANTA MARIA - OSASCO - SP ;14158;4;
Cliente Ficticio 1182;R ALFREDO COSTA,   173, FD - JARDIM LIDERANCA - SAO PAULO - SP ;19834;4;
Cliente Ficticio 1183;AV D PEDRO I,   927 - VILA MONUMENTO - SAO PAULO - SP ;20321;4;
Cliente Ficticio 1184;R RIACHUELO,   161, APT 913 - CENTRO - RIO DE JANEIRO - RJ ;2087;4;
Cliente Ficticio 1185;R CARDOSO DE ALMEIDA,    60, CJ 41 - PERDIZES - SAO PAULO - SP ;16979;4;
Cliente Ficticio 1186;R IMOS KENNEDY,44,APT 201 - CIDADE NOVA - BELO HORIZONTE - MG ;37965;4;
Cliente Ficticio 1187;R BAGUARI,   177, CASA - VILA VALQUEIRE - RIO DE JANEIRO - RJ ;1149;4;
Cliente Ficticio 1188;R APURINAS,   421, CASA 2, FD - TURIACU - RIO DE JANEIRO - RJ ;23886;4;
Cliente Ficticio 1189;R OLAVO BILAC,63,/ COND       APT - VL PETROPOLIS - PASSO FUNDO - RS ;19008;4;
Cliente Ficticio 1190;R NELSON ANTONIO DAIHA,     5, ST D, RUA H - MUSSURUNGA I - SALVADOR - BA ;11001;4;
Cliente Ficticio 1191;R ANTONIO GALLINA,   200 - JARDIM PORTAL DO SOL - MARILIA - SP ;7579;4;
Cliente Ficticio 1192;R QUINTINO BOCAIUVA,  1163,   MALINA, APT 301 - VILA SANTA CATARINA - AMERICANA - SP ;15305;4;
Cliente Ficticio 1193;R VSC DE TAUNAY,   202 - VILA TIBERIO - RIBEIRAO PRETO - SP ;5314;4;
Cliente Ficticio 1194;R TONELERO,   153, BL 2, APT 506 - COPACABANA - RIO DE JANEIRO - RJ ;31917;4;
Cliente Ficticio 1195;R HOMERO DE OLIVEIRA,379,COND MANSAO MAXIMS PLAZA,APT 1203 - TREZE DE JULHO - ARACAJU - SE ;31955;4;
Cliente Ficticio 1196;R EXP PAULO DE SOUZA,   424, CASA B - ITATIAIA - BELO HORIZONTE - MG ;13707;4;
Cliente Ficticio 1197;R SUL AMERICA,   609, CASA A - FOGO APAGOU - SABARA - MG ;38134;4;
Cliente Ficticio 1198;R MOZARLANDIA,    48 - CAPAO DO EMBIRA - SAO PAULO - SP ;22285;4;
Cliente Ficticio 1199;R SELSO MAFFESSONI,    80 - ABERTA DOS MORROS - PORTO ALEGRE - RS ;49358;4;
Cliente Ficticio 1200;R MARMELEIRO,    81, CASA 1 - CHACARA BELENZINHO - SAO PAULO - SP ;15646;4;
Cliente Ficticio 1201;QE, QD 09, CJ I, CASA 05 - GUARA I - BRASILIA - DF ;13518;4;
Cliente Ficticio 1203;EST DOUGLAS W G DE ARAUJO,    37, BL H, APT 34 - JARDIM BOM SUCESSO - CARAPICUIBA - SP ;20358;4;
Cliente Ficticio 1204;R DAS IMBAUBAS,    48, FD - DOS CASA - SAO BERNARDO DO CAMPO - SP ;9027;4;
Cliente Ficticio 1205;AV MARIA PESTANA,0,QD 10 LT 28 - JARDIM BALNEARIO MEIA PONTE - GOIANIA - GO ;20878;4;
Cliente Ficticio 1206;R RUBEN BRAUM,    99 - PASQUALINI - SAPUCAIA DO SUL - RS ;16484;4;
Cliente Ficticio 1207;R MAUES,   688, FT - BRAZ DE PINA - RIO DE JANEIRO - RJ ;25813;4;
Cliente Ficticio 1208;R ELVIRA,   353, CASA 02 - JARDIM DIOGO - GUARULHOS - SP ;16436;4;
Cliente Ficticio 1209;QI, QD 27, LT 07/09, BL C, APT 204 - GUARA II - BRASILIA - DF ;10288;4;
Cliente Ficticio 1210;AV PROF MARIO WERNECK,2230,LJ 10 - BURITIS - BELO HORIZONTE - MG ;9161;4;
Cliente Ficticio 1211;AV TIRADENTES,   968, ED ROYAL GARDEM, APT 2601 - ZONA 01 - MARINGA - PR ;37008;4;
Cliente Ficticio 1213;R JOSE MANOEL LOPES,   183 - JARDIM NOVA IPANEMA - GUARULHOS - SP ;4112;4;
Cliente Ficticio 1214;R CAP MENEZES,   330, APT 101 - PRACA SECA - RIO DE JANEIRO - RJ ;25102;4;
Cliente Ficticio 1215;AV DOM JOAO VI,730,BL B AP 204 - CINQUENTENARIO - BELO HORIZONTE - MG ;33488;4;
Cliente Ficticio 1216;R DO CASTANHEDA,    22 - NAZARE - SALVADOR - BA ;8996;4;
Cliente Ficticio 1217;R ME BEATRIZ,    60 - PADRE JULIO MARIA - BELO HORIZONTE - MG ;17778;4;
Cliente Ficticio 1218;R ANALIA FRANCO,964 - VILA VIRGINIA - RIBEIRAO PRETO - SP ;19509;4;
Cliente Ficticio 1219;AV DAS NACOES,291,PETIT AP HOTEL - CANASVIEIRAS - FLORIANOPOLIS - SC ;37008;4;
Cliente Ficticio 1220;R CAMPINAS,   500, BL A, APT 41 - BOQUEIRAO - PRAIA GRANDE - SP ;15298;4;
Cliente Ficticio 1221;R ANTONIO BENEDITO DO AMARAL,65,CASA:02 - SANTO ANTONIO - OSASCO - SP ;4229;4;
Cliente Ficticio 1222;R FRANCISCO AZIANI,   455 - ADELINO SIMIONI - RIBEIRAO PRETO - SP ;8743;4;
Cliente Ficticio 1223;R JOAO MEIRELLES,  1179, BL 2, ED POETA ZININHO, APT 22. - ABRAAO - FLORIANOPOLIS - SC ;10263;4;
Cliente Ficticio 1224;AV CAP JOAO,    28 - MATRIZ - MAUA - SP ;2218;4;
Cliente Ficticio 1225;R JOSE MARIA LISBOA,   826, APT 122 - JARDIM PAULISTA - SAO PAULO - SP ;30087;4;
Cliente Ficticio 1226;R JOSE DOMINGUES,   310 - CENTRO - BRAGANCA PAULISTA - SP ;12487;4;
Cliente Ficticio 1227;PC GUADALAJARA,   140, CASA 1 - MORRO NOVA CINTRA - SANTOS - SP ;11539;4;
Cliente Ficticio 1228;R MNS DE PAULA RODRIGUES,   129, BL 2 - VIVERES, APT 36 - VILA BELMIRO - SANTOS - SP ;38925;4;
Cliente Ficticio 1229;R MANAUS,    36, CASA 3 - ROCHDALE - OSASCO - SP ;6019;4;
Cliente Ficticio 1230;R PE ALMEIDA SILVA,   116, CASA 1 - VILA CUNHA BUENO - SAO PAULO - SP ;17673;4;
Cliente Ficticio 1231;VICENTE PIRES, RUA 10, CH 176, LT 25 - TAGUATINGA - BRASILIA - DF ;26798;4;
Cliente Ficticio 1232;AV ME TERESA,   621, APT 131 - CENTRO - SAO JOSE DOS CAMPOS - SP ;5233;4;
Cliente Ficticio 1233;R PRFA ANA CANDIDA ROLIM,   157 - JARDIM GONCALVES - SOROCABA - SP ;16380;4;
Cliente Ficticio 1234;R TORRE AZUL,   162, CASA 01 - VILA SAO NICOLAU - SAO PAULO - SP ;21029;4;
Cliente Ficticio 1235;R DR DIBER TOBIAS DA SILVA,21 - CONJUNTO HABITACIONAL VIDA NOV - CAMPINAS - SP ;28495;4;
Cliente Ficticio 1236;R COLMAR AMERICANO DA COSTA,121,BLOCO A APARTAMENTO 802 - PITUBA - SALVADOR - BA ;27603;4;
Cliente Ficticio 1237;R PIRATININGA,   112 - JARDIM BELA VISTA - GUARULHOS - SP ;16456;4;
Cliente Ficticio 1240;R CORREA DUTRA,    99, APT 412 - FLAMENGO - RIO DE JANEIRO - RJ ;13002;4;
Cliente Ficticio 1241;R COELHO NETO,   123, APT 95 - VILA ITAPURA - CAMPINAS - SP ;3488;4;
Cliente Ficticio 1242;R CON EUGENIO LEITE,   866, APT 61 - CERQUEIRA CESAR - SAO PAULO - SP ;29656;4;
Cliente Ficticio 1243;AV ANTONIO CARLOS C DE BARROS,  1371 - VILA SONIA (SOUSAS) - CAMPINAS - SP ;27980;4;
Cliente Ficticio 1244;AV GARIBALDI DELIBERADOR,    99, BL DOM PEDRO I, APT 66 - CLAUDIA - LONDRINA - PR ;24461;4;
Cliente Ficticio 1245;R TITO DIAS DE ASSIS,   149, CASA A - PARQUE SAO JOSE - BELO HORIZONTE - MG ;32269;4;
Cliente Ficticio 1246;R ESMERALDA,   164, CASA 2 - JARDIM SANTA BARBARA - GUARULHOS - SP ;18884;4;
Cliente Ficticio 1247;R DR CAMPOS MOURA,   192 - PARQUE ARTUR ALVIM - SAO PAULO - SP ;45038;4;
Cliente Ficticio 1249;R CEL BORDINI,  1094, ED ED. GISELA, APT 201 - AUXILIADORA - PORTO ALEGRE - RS ;17318;4;
Cliente Ficticio 1250;AOS, QD 02, BL G, APT 602 - OCTOGONAL - BRASILIA - DF ;47647;4;
Cliente Ficticio 1251;R MARTINHO DE SOUSA,    29, / A - VILA PARANAGUA - SAO PAULO - SP ;13010;4;
Cliente Ficticio 1252;R MAL HERMES,   766, APT 102 - GUTIERREZ - BELO HORIZONTE - MG ;30859;4;
Cliente Ficticio 1253;R PAULO L CURSINO,   100 - RESIDENCIAL SAO FRANCISCO - SAO JOSE DOS CAMPOS - SP ;24440;4;
Cliente Ficticio 1254;AV BRAZ DE PINA,  1739, LJ - BRAZ DE PINA - RIO DE JANEIRO - RJ ;10570;4;
Cliente Ficticio 1255;R JUSSARA,   176 - VILA CURUCA - SANTO ANDRE - SP ;2561;4;
Cliente Ficticio 1256;R SANTOS,176,APT 52 - BARRA FUNDA - GUARUJA - SP ;25844;4;
Cliente Ficticio 1257;R STA PAULA,    70, CASA BAIXO - AGRONOMIA - PORTO ALEGRE - RS ;19854;4;
Cliente Ficticio 1258;R ANDIROBA,    11, CASA 1 - JARDIM PLANALTO - MOGI DAS CRUZES - SP ;18300;4;
Cliente Ficticio 1259;AV DOS INDUSTRIARIOS,695,APART B - PASSO D'AREIA - PORTO ALEGRE - RS ;30114;4;
Cliente Ficticio 1260;R HENFIL HENRIQUE DE SOUZA FILHO,    14 - JARDIM TAIMA - EMBU DAS ARTES - SP ;22597;4;
Cliente Ficticio 1261;R DR OTAVIO KELLY,    20, APT 202 - TIJUCA - RIO DE JANEIRO - RJ ;35738;4;
Cliente Ficticio 1262;R SANTOS,  2015, APT 304 - JARDIM AMERICA - BELO HORIZONTE - MG ;21237;4;
Cliente Ficticio 1263;R PRF JOAO DUCK FILHO,   265, CASA 1 - XAXIM - CURITIBA - PR ;22861;4;
Cliente Ficticio 1264;AV PAULO SILVA,  2222, BL 3, ED PALACIO JUSTILHIANO, APT 102 - FAROLANDIA - ARACAJU - SE ;18700;4;
Cliente Ficticio 1265;R THOMAS ANTONIO GONZAGA,     2, FR 1 - CIPAVA - OSASCO - SP ;5590;4;
Cliente Ficticio 1266;R JOAO JOSE DUARTE,    67 - JARDIM SAO MARCOS - SOROCABA - SP ;5342;4;
Cliente Ficticio 1267;R JOSE FALCHI,   590 - JARDIM FLORIDA PAULISTA - SAO PAULO - SP ;24736;4;
Cliente Ficticio 1268;AV ENG HEITOR A. EIRAS GARCIA,    79, BL A, APT 44 - JARDIM ESMERALDA - SAO PAULO - SP ;9677;4;
Cliente Ficticio 1269;R CDOR CASTRO,   432 - IPANEMA - PORTO ALEGRE - RS ;47043;4;
Cliente Ficticio 1270;AV VER ISAIAS PRIETO,   956, CASA 2 - NUC HAB S J TADEU - ITU - SP ;1941;4;
Cliente Ficticio 1272;R JOSE BENEDITO DE FARIAS,    49 - PARQUE ITAMARATI - JACAREI - SP ;37518;4;
Cliente Ficticio 1273;R CHILE,721,CASA 02 - VILA BARCELONA - SOROCABA - SP ;24743;4;
Cliente Ficticio 1275;R GABRIELE DANNUNZIO,  1400, APT 10R - CAMPO BELO - SAO PAULO - SP ;27641;4;
Cliente Ficticio 1276;R ANA CLARA,   296 - VILA MENDES - SAO PAULO - SP ;13561;4;
Cliente Ficticio 1277;R FRANCISCO DA PAZ,363,CASA 2 - VILA DIRCE - MAUA - SP ;7626;4;
Cliente Ficticio 1278;R DRA ALZIRA PIRATH CORREA,   650, BL 7, APT 6 - PINHEIRINHO - CURITIBA - PR ;33764;4;
Cliente Ficticio 1279;AV PARQUE AGUAS CLARAS,9999,QD 105 LOTE 2525  APTO 302 - NORTE (AGUAS CLARAS) - BRASILIA - DF ;41087;4;
Cliente Ficticio 1280;R S MANOEL,    57, BL SAINT MARTIN, APT - 91 - VILA GALVAO - GUARULHOS - SP ;29539;4;
Cliente Ficticio 1281;R ANTONIO TORQUATO,   151 - VILA CAMPOS SALES - CAMPINAS - SP ;20154;4;
Cliente Ficticio 1282;R PRF ALVES PEDROSO,630,BL 1,APT 55 - CANGAIBA - SAO PAULO - SP ;27244;4;
Cliente Ficticio 1283;R GUSTAVO DE ANDRADE,    49 - IRAJA - RIO DE JANEIRO - RJ ;16004;4;
Cliente Ficticio 1285;R SEN NILO COELHO,    40 - AVIACAO - PRAIA GRANDE - SP ;16102;4;
Cliente Ficticio 1286;R GUILHERME VIELITZ,   255 - CANUDOS - NOVO HAMBURGO - RS ;11166;4;
Cliente Ficticio 1289;QNP, QD 13, CJ N, LT 24 - CEILANDIA NORTE - BRASILIA - DF ;20244;4;
Cliente Ficticio 1290;AV BARTOLOMEU DE GUSMAO,    43, BL C SANTA RITA, APT 505 - BOQUEIRAO - SANTOS - SP ;19287;4;
Cliente Ficticio 1291;R JESUS DIZ,199 - JARDIM NETINHO PRADO - JAU - SP ;18127;4;
Cliente Ficticio 1292;R BAGUASSU,    97, APT 51 - VILA REGENTE FEIJO - SAO PAULO - SP ;27710;4;
Cliente Ficticio 1293;R JOAQUIM AGOSTINHO,177,CASA A - PARQUE DAS LARANJEIRAS - MARINGA - PR ;17120;4;
Cliente Ficticio 1294;AV DOS IPES, QD AREA, CH 22 - PARQUE DAS LARANJEIRAS - GOIANIA - GO ;38287;4;
Cliente Ficticio 1295;R DR FERNANDO COSTA,   258 - VILA VALENCA - SAO VICENTE - SP ;13498;4;
Cliente Ficticio 1297;R MARIA CRISTINA,   518, FD - JARDIM CASQUEIRO - CUBATAO - SP ;20324;4;
Cliente Ficticio 1298;R JOAQUIM NABUCO,    41, CASA 1 - CENTRO - CAMPOS DOS GOYTACAZES - RJ ;17194;4;
Cliente Ficticio 1299;R AMARO ANTONIO DE ARAUJO,   183 - JARDIM SANTA MARGARIDA - SAO PAULO - SP ;12990;4;
Cliente Ficticio 1300;R SEBASTIAO GUIMARAES CORREA,921 - CONCORDIA I - ARACATUBA - SP ;17677;4;
Cliente Ficticio 1301;R IBIRAPUITA,   261, FT 3 - ROCHA MIRANDA - RIO DE JANEIRO - RJ ;28195;4;
Cliente Ficticio 1302;R JULIO PEREIRA DA SILVA,55,LOJA 112 - CIDADE NOVA - BELO HORIZONTE - MG ;15383;4;
Cliente Ficticio 1303;R GENOVEVA DE SOUZA,   465, BL A, APT 202 - SAGRADA FAMILIA - BELO HORIZONTE - MG ;4684;4;
Cliente Ficticio 1304;R MARCIRIO DA SILVA BARBOSA,   130, CASA 13 - HIPICA - PORTO ALEGRE - RS ;9559;4;
Cliente Ficticio 1305;R DR WASHINGTON B DE S FREITAS,   289 - PQ RES SAO PEDRO - RIO GRANDE - RS ;11169;4;
Cliente Ficticio 1306;R VICTORIO SANTIM,2305 - ITAQUERA - SAO PAULO - SP ;5054;4;
Cliente Ficticio 1307;R SILVA RAMOS,  1010, APT 204 - CENTRO - MANAUS - AM ;10363;4;
Cliente Ficticio 1308;R QUINA-BRAVA,    12, FD - JARDIM SANTANA - SAO PAULO - SP ;18572;4;
Cliente Ficticio 1309;R 577,31,RUA OLAVO JOAO CUNHA - SAO FRANCISCO - CRICIUMA - SC ;11744;4;
Cliente Ficticio 1311;R DA DELFINA,   120, APT 502 - TIJUCA - RIO DE JANEIRO - RJ ;47403;4;
Cliente Ficticio 1312;R JOAO JOSE DOS SANTOS,   388 - JARDIM OLYMPIA - SAO PAULO - SP ;17042;4;
Cliente Ficticio 1313;R ONDINA PEDROSA NAHAS,   217 - SERRANO - BELO HORIZONTE - MG ;25873;4;
Cliente Ficticio 1314;R 17,90,CS A - VILA NOVA (SAO SEBASTIAO) - BRASILIA - DF ;4744;4;
Cliente Ficticio 1315;R ALFONSO SANCHES SIMON,   651 - RECANTO ELIMAR II - FRANCA - SP ;15419;4;
Cliente Ficticio 1316;AV DJALMA BATISTA,98,SALA 23A PAVIM. TERREO - PARQUE 10 DE NOVEMBRO - MANAUS - AM ;11935;4;
Cliente Ficticio 1317;R GENTIL PORTUGAL DO BRASIL,    55, BL 53, APT 101 - CAMARGOS - BELO HORIZONTE - MG ;10718;4;
Cliente Ficticio 1318;R ATHAUALPA VAZ DE MELLO,    76 - VILA REZENDE - PIRACICABA - SP ;1941;4;
Cliente Ficticio 1319;R DR HORTENCIO MENDONCA RIBEIRO,976 - AT BOA VISTA - RIBEIRAO PRETO - SP ;16297;4;
Cliente Ficticio 1321;R CARLOS ALBERTO DE OLIVEIRA,   176 - PARQUE DO ESTADO II - MOGI MIRIM - SP ;10437;4;
Cliente Ficticio 1322;R JOAQUIM COUTO, 99999, LT 66, CASA 2 - PARQUE SAO JUDAS TADEU - SAO JOAO DE MERITI - RJ ;19189;4;
Cliente Ficticio 1323;R BELA VISTA,   400, CASA 2 - JARDIM LEBLON - GUARULHOS - SP ;37198;4;
Cliente Ficticio 1324;R BERNARDO JACINTHO DA VEIGA,    68 - NOVO MUNDO - CURITIBA - PR ;23937;4;
Cliente Ficticio 1325;R ROBERTO CLAUDIO,    15 - VILA RE - SAO PAULO - SP ;4990;4;
Cliente Ficticio 1326;AV VICTOR ANDREW,  4435, CASA 34 - ZONA INDUSTRIAL - SOROCABA - SP ;18725;4;
Cliente Ficticio 1327;R PERNAMBUCO,     5, QD 29 - JARDIM DOS ESTADOS - VARZEA GRANDE - MT ;8327;4;
Cliente Ficticio 1328;R GEN ROCA,377,BL 5 AP 201 - TIJUCA - RIO DE JANEIRO - RJ ;2226;4;
Cliente Ficticio 1329;R S FLORENCIO,  1500, BL 2, APT 102 - CANGAIBA - SAO PAULO - SP ;13577;4;
Cliente Ficticio 1330;R MAXIMILIANO SONZA,   497 - PROGRESSO - BENTO GONCALVES - RS ;27058;4;
Cliente Ficticio 1331;R DESIDERIO FERREIRA,   116, CASA 02 - JARDIM MONTE KEMEL - SAO PAULO - SP ;16454;4;
Cliente Ficticio 1332;R HENRIQUE BARCELOS,    52 - JARDIM NOSSA SENHORA DO CARMO - SAO PAULO - SP ;11402;4;
Cliente Ficticio 1333;R JACARANDA,   467 - MONTE VERDE - SANTA CRUZ DO SUL - RS ;4993;4;
Cliente Ficticio 1334;R PARINTINS,   234, CASA - PRACA SECA - RIO DE JANEIRO - RJ ;23494;4;
Cliente Ficticio 1335;AV VER JULIANO DA COSTA MARQUES,615,APTO 303 - JD ACLIMACAO - CUIABA - MT ;20189;4;
Cliente Ficticio 1336;R JOSE FRANCISCO DE MORAIS,   148 - JARDIM COLONIAL - SAO PAULO - SP ;15453;4;
Cliente Ficticio 1337;R ARISTIDES AFFONSO MOREIRA DOS SANTOS,    86 - ESPLANADA SANTA TEREZINHA - TAUBATE - SP ;49870;4;
Cliente Ficticio 1338;R RIO ABUNA,30,A - PETROPOLIS - MANAUS - AM ;26050;4;
Cliente Ficticio 1339;R CDOR VICENTE MELILLO,   151 - CAPELA DO SOCORRO - SAO PAULO - SP ;22027;4;
Cliente Ficticio 1340;SRES, QD 03, BL I, CASA 39, FD 01 - CRUZEIRO VELHO - BRASILIA - DF ;15870;4;
Cliente Ficticio 1341;R SEBASTIAO PICAO,    82 - AYROSA - OSASCO - SP ;21678;4;
Cliente Ficticio 1342;R PEIXOTO GOMIDE,   459, APT 93 - JARDIM PAULISTA - SAO PAULO - SP ;18200;4;
Cliente Ficticio 1343;TV VASILISA GAIDARGI,    41 - CIDADE CENTENARIO - SAO PAULO - SP ;29770;4;
Cliente Ficticio 1344;AV GEN OLIMPIO DA SILVEIRA,   623, APT 31 - SANTA CECILIA - SAO PAULO - SP ;36037;4;
Cliente Ficticio 1345;R NOVA PALMEIRA,   615, BL 17, APT 21 - VILA SILVIA - SAO PAULO - SP ;5347;4;
Cliente Ficticio 1347;PSG ASSUNCAO,    89 - TELEGRAFO SEM FIO - BELEM - PA ;17630;4;
Cliente Ficticio 1348;R GERVASIO CAMPELO,289,APTO 401 - PRADO - RECIFE - PE ;29949;4;
Cliente Ficticio 1349;R ATILA SILVEIRA,    75 - OSWALDO CRUZ - RIO DE JANEIRO - RJ ;2467;4;
Cliente Ficticio 1350;R SINGAPURA,    37 - PARQUE DAS NACOES - AMERICANA - SP ;3996;4;
Cliente Ficticio 1351;R ITUA,270 - JARDIM PETRONI - SAO BERNARDO DO CAMPO - SP ;77;4;
Cliente Ficticio 1352;AV PAULISTA,   347, BL A, APT 601 - BELA VISTA - SAO PAULO - SP ;32146;4;
Cliente Ficticio 1353;R FR GERMANO,    83 - PENHA DE FRANCA - SAO PAULO - SP ;28994;4;
Cliente Ficticio 1354;R ELIZA RAMOS DE PROENCA,    55, CASA 1 - CAJURU - CURITIBA - PR ;14295;4;
Cliente Ficticio 1355;R JOSE AUGUSTO SILVA,1023,BLOCO :A APT :14 - FAZENDA SANTA CANDIDA - CAMPINAS - SP ;22002;4;
Cliente Ficticio 1357;R ANTONIO DO ESPIRITO SANTO, QD 5, - 29 - VILA SOUTO - BAURU - SP ;20650;4;
Cliente Ficticio 1358;R RAFAEL MORENO,   104 - PARQUE VIA NORTE - CAMPINAS - SP ;7322;4;
Cliente Ficticio 1360;AV ENG HEITOR A. EIRAS GARCIA,   180, BL A, APT 244 - JARDIM ESMERALDA - SAO PAULO - SP ;30475;4;
Cliente Ficticio 1361;R CON EUGENIO LEITE,   852, BL 1, APT 3 - CERQUEIRA CESAR - SAO PAULO - SP ;28396;4;
Cliente Ficticio 1362;AL S BOAVENTURA,   690, APT 606 - FONSECA - NITEROI - RJ ;21969;4;
Cliente Ficticio 1363;R EMILIA,   509 - VILA MOTA - BRAGANCA PAULISTA - SP ;15331;4;
Cliente Ficticio 1364;R MTO CHAMINE,    19 - RADIONAL - SAO LUIS - MA ;30242;4;
Cliente Ficticio 1365;R LA PLATA,   566, APT 203 - JARDIM BOTANICO - PORTO ALEGRE - RS ;6542;4;
Cliente Ficticio 1366;R TRAMANDAI,    55 - PARQUE DOM PEDRO II - CAMPINAS - SP ;12704;4;
Cliente Ficticio 1367;R CAMPO GRANDE, QD 10, LT 15, CASA 02 - JARDIM DAS ESMERALDAS - GOIANIA - GO ;2286;4;
Cliente Ficticio 1368;R IWAJIRO TAKAHASHI,   280 - VILA MAZZEI - SAO PAULO - SP ;28517;4;
Cliente Ficticio 1369;R OURANIA,120,BL 1 AP 51 - VILA MADALENA - SAO PAULO - SP ;19084;4;
Cliente Ficticio 1370;R HOMERO BARBOSA SANDOVAL,  2195 - PARQUE DOUTOR CARRAO - FRANCA - SP ;15184;4;
Cliente Ficticio 1371;R ALM MARQUES LEAO,   235 - BELA VISTA - SAO PAULO - SP ;18468;4;
Cliente Ficticio 1372;R ROQUE PIPPA,   686 - D BONFIM PAULISTA - RIBEIRAO PRETO - SP ;19544;4;
Cliente Ficticio 1373;R CARLOS LINDEMBERG,    94, ED LIBERTY, APT 1012 - JARDIM CAMBURI - VITORIA - ES ;15384;4;
Cliente Ficticio 1374;R PRFA MARIA HOSNI CURY,44,CASA 02 - PARQUE CASA DE PEDRA - SAO PAULO - SP ;22507;4;
Cliente Ficticio 1375;R CEL. FLORIANO DA SILVA BATISTA,0,QD C LT 06 CASA 0 - BATISTA - ANAPOLIS - GO ;11893;4;
Cliente Ficticio 1376;R GONCALVES DIAS,  1181, SALA 704 - FUNCIONARIOS - BELO HORIZONTE - MG ;16259;4;
Cliente Ficticio 1377;R LEONOR RODRIGUES BORGES,819 - HELENA MARIA - OSASCO - SP ;21313;4;
Cliente Ficticio 1378;R FREDERICO DE ALBUQUERQUE,   102, APT 102 - HIGIENOPOLIS - RIO DE JANEIRO - RJ ;24311;4;
Cliente Ficticio 1379;R ALAGOA NOVA,    98, BL 23, APT 44 - PERUS - SAO PAULO - SP ;8521;4;
Cliente Ficticio 1380;R ODILON BATISTA DA SILVA FILHO,   264 - JARDIM MONTREAL - SOROCABA - SP ;15465;4;
Cliente Ficticio 1381;TV PE GONCALO DE VERAS,    23 - JARDIM BRASIL (ZONA NORTE) - SAO PAULO - SP ;18530;4;
Cliente Ficticio 1383;R PASSAGEM,   302, CASA A - JARDIM LENIZE - GUARULHOS - SP ;14990;4;
Cliente Ficticio 1384;R ASA DE TELHA,565,APTº 201 - TAQUARA - RIO DE JANEIRO - RJ ;19551;4;
Cliente Ficticio 1385;R MANOEL CAYLLAUX,   174, APT 201 - HORTO - BELO HORIZONTE - MG ;1593;4;
Cliente Ficticio 1386;R CLAUDIO ROSSI,411 - JARDIM DA GLORIA - SAO PAULO - SP ;5015;4;
Cliente Ficticio 1387;R ANTONIO AMBUBA,    90, BL 4, APT 202 - PARQUE MUNHOZ - SAO PAULO - SP ;2989;4;
Cliente Ficticio 1388;AV ACLIMACAO,   689 - JARDIM DO ESTADIO - SANTO ANDRE - SP ;25320;4;
Cliente Ficticio 1389;AV DA IDA,    53 - JARDIM PONTE RASA - SAO PAULO - SP ;19922;4;
Cliente Ficticio 1390;AV PAULO VI,   677, APT 04 - JARDIM ALVORADA - FRANCA - SP ;15362;4;
Cliente Ficticio 1391;R MANDIBA,   103 - IMIRIM - SAO PAULO - SP ;12990;4;
Cliente Ficticio 1393;R VALDIR ALVES RIBEIRO,   127, CASA 1 - NOVA ALIANCA - RIO DAS OSTRAS - RJ ;17925;4;
Cliente Ficticio 1394;R DO PARQUE,   121, CASA 85 - PARQUE VILLA FLORES - SUMARE - SP ;19920;4;
Cliente Ficticio 1395;R VISTA DO ATLANTICO,    21 - JACARECICA - MACEIO - AL ;48888;4;
Cliente Ficticio 1396;AV S JOAO,  2400, BL C, APT 171 - JARDIM DAS COLINAS - SAO JOSE DOS CAMPOS - SP ;21264;4;
Cliente Ficticio 1397;R CAMINHO DO PILAR,   475, BL LOUVRE, APT 81 - VILA GILDA - SANTO ANDRE - SP ;33619;4;
Cliente Ficticio 1398;R VINTE E CINCO DE DEZEMBRO,   104, CASA 3 - CANHEMA - DIADEMA - SP ;15906;4;
Cliente Ficticio 1399;R MAL MASCARENHAS DE MORAIS,   143, APT 303 - COPACABANA - RIO DE JANEIRO - RJ ;25554;4;
Cliente Ficticio 1400;R AURELIANO LOPES,   158 - CONJUNTO MANOEL JULIAO - RIO BRANCO - AC ;9817;4;
